Frame DE_Pauli DE_Elstat DE_Orb	DE_Disp DE_int
46	78.52	-61.10	-35.41	-42.99	-60.98
47	56.68	-51.71	-33.80	-49.46	-78.29
48	145.78	-108.32	-61.92	-66.69	-91.15
49	221.59	-150.38	-80.23	-73.37	-82.39
50	76.89	-65.86	-40.06	-53.37	-82.40
51	36.90	-38.08	-27.49	-42.33	-71.00
52	39.93	-40.79	-26.65	-41.72	-69.23
53	78.58	-67.18	-39.41	-52.53	-80.54
54	166.97	-122.73	-64.51	-69.92	-90.19
55	236.52	-163.79	-82.51	-75.34	-85.12
56	92.30	-77.99	-45.09	-57.85	-88.63
57	47.70	-46.39	-31.57	-46.83	-77.09
58	105.25	-80.48	-47.04	-53.49	-75.76
59	128.59	-101.01	-55.53	-64.38	-92.33
60	198.66	-141.16	-75.91	-73.10	-91.51
61	140.01	-107.33	-59.10	-64.78	-91.20
62	71.07	-63.78	-38.25	-52.97	-83.93
63	80.61	-67.33	-38.43	-50.30	-75.45
64	65.00	-62.81	-36.03	-52.67	-86.51
65	172.92	-127.51	-68.06	-70.38	-93.03
66	192.11	-133.07	-72.96	-72.29	-86.21
67	84.24	-70.78	-41.69	-54.50	-82.73
68	51.40	-50.67	-32.00	-46.48	-77.75
69	28.15	-30.23	-24.86	-40.95	-67.89
70	97.23	-81.32	-44.61	-57.04	-85.74
71	175.28	-124.66	-68.16	-70.78	-88.32
72	148.31	-110.23	-61.33	-68.35	-91.60
73	113.49	-88.60	-48.16	-57.52	-80.79
74	37.76	-41.05	-28.85	-45.69	-77.83
75	109.26	-85.89	-45.59	-54.31	-76.53
76	122.06	-95.28	-52.13	-60.31	-85.66
77	149.70	-111.77	-61.39	-68.68	-92.14
78	178.22	-125.00	-68.69	-68.65	-84.12
79	105.83	-82.59	-46.35	-58.73	-81.84
80	40.15	-42.31	-28.81	-45.93	-76.90
81	64.50	-58.41	-35.71	-50.47	-80.09
82	153.12	-112.44	-59.31	-65.30	-83.93
83	170.31	-120.35	-67.07	-68.55	-85.66
84	119.61	-96.71	-52.06	-63.31	-92.47
85	83.45	-68.12	-40.83	-54.24	-79.74
86	61.00	-57.00	-35.19	-51.92	-83.11
87	135.52	-99.64	-56.15	-62.41	-82.68
88	171.40	-124.35	-65.55	-70.28	-88.78
89	158.10	-116.55	-64.10	-68.15	-90.70
90	114.00	-88.95	-50.31	-61.80	-87.06
91	101.17	-79.30	-46.33	-55.12	-79.58
92	101.28	-83.73	-47.07	-56.37	-85.89
93	97.25	-82.87	-46.00	-60.44	-92.06
94	185.33	-133.77	-71.69	-70.54	-90.67
95	122.43	-95.29	-53.95	-63.22	-90.03
96	89.54	-73.20	-42.77	-56.20	-82.63
97	73.43	-66.23	-38.61	-54.74	-86.15
98	87.65	-76.24	-44.28	-58.88	-91.75
99	153.29	-115.27	-62.22	-66.90	-91.10
100	172.57	-126.00	-64.36	-68.44	-86.23
101	106.51	-89.59	-46.98	-59.54	-89.60
102	92.65	-77.34	-44.47	-55.94	-85.10
103	114.77	-89.72	-49.52	-57.94	-82.41
104	123.89	-97.71	-50.84	-61.60	-86.26
105	150.89	-110.47	-61.32	-64.33	-85.23
106	128.55	-99.67	-54.63	-62.21	-87.96
107	112.63	-89.51	-50.92	-60.16	-87.96
108	105.43	-87.23	-48.01	-61.45	-91.26
109	142.65	-105.05	-59.98	-65.91	-88.29
110	185.31	-135.04	-69.80	-68.49	-88.02
111	112.19	-91.23	-51.48	-61.60	-92.12
112	87.78	-71.48	-44.95	-57.59	-86.24
113	126.86	-96.93	-54.08	-63.61	-87.76
114	129.73	-98.55	-56.00	-65.91	-90.73
115	115.93	-92.31	-52.86	-63.42	-92.66
116	120.18	-96.74	-52.68	-63.43	-92.67
117	113.88	-90.13	-50.75	-60.25	-87.25
118	104.58	-86.40	-48.40	-59.63	-89.85
119	150.55	-112.83	-61.07	-65.21	-88.56
120	128.40	-99.77	-57.01	-65.84	-94.22
121	143.81	-109.51	-59.18	-65.59	-90.47
122	113.62	-90.93	-50.73	-61.35	-89.39
123	84.97	-74.67	-43.37	-56.72	-89.79
124	132.97	-104.20	-56.96	-62.52	-90.71
125	158.17	-113.95	-64.07	-66.21	-86.06
126	96.07	-79.67	-46.71	-60.40	-90.71
127	128.72	-101.09	-54.58	-62.77	-89.72
128	98.20	-81.11	-47.56	-59.66	-90.13
129	135.93	-102.58	-57.91	-63.87	-88.43
130	147.42	-110.99	-58.98	-64.71	-87.26
131	142.00	-105.72	-59.47	-64.64	-87.83
132	110.40	-86.27	-51.56	-61.08	-88.51
133	121.29	-95.33	-51.97	-60.99	-87.00
134	124.15	-92.93	-54.28	-61.99	-85.05
135	153.97	-113.21	-59.52	-65.34	-84.10
136	116.44	-91.71	-52.53	-62.73	-90.53
137	110.54	-87.05	-50.49	-61.20	-88.20
138	128.31	-98.80	-54.69	-61.52	-86.70
139	121.23	-94.05	-53.11	-62.03	-87.96
140	120.42	-95.88	-53.61	-62.75	-91.82
141	147.76	-111.35	-60.57	-65.74	-89.90
142	146.13	-112.40	-59.16	-64.21	-89.64
143	125.30	-96.35	-54.93	-63.93	-89.91
144	138.50	-103.95	-56.95	-64.54	-86.94
145	131.00	-102.40	-54.82	-63.70	-89.92
146	134.86	-101.16	-56.43	-63.67	-86.40
147	117.50	-95.44	-51.15	-61.52	-90.61
148	115.57	-90.90	-50.76	-60.05	-86.14
149	114.78	-89.27	-51.70	-59.57	-85.76
150	134.66	-100.14	-55.64	-64.29	-85.41
151	137.23	-106.50	-55.72	-65.08	-90.07
152	96.34	-80.60	-46.44	-61.12	-91.82
153	106.79	-85.98	-47.53	-58.99	-85.71
154	125.46	-93.98	-51.17	-60.26	-79.95
155	139.02	-102.95	-57.83	-63.36	-85.12
156	131.59	-99.58	-57.06	-63.80	-88.85
157	149.08	-110.63	-60.93	-64.46	-86.94
158	96.39	-79.52	-45.77	-57.98	-86.88
159	133.81	-99.48	-56.58	-62.13	-84.38
160	131.82	-102.75	-53.39	-62.53	-86.85
161	116.80	-95.03	-51.85	-63.80	-93.88
162	140.79	-110.55	-56.09	-66.48	-92.33
163	119.67	-95.41	-52.87	-61.30	-89.91
164	125.38	-96.24	-53.72	-61.29	-85.87
165	89.40	-77.12	-43.89	-57.52	-89.13
166	132.56	-103.92	-54.46	-63.58	-89.40
167	134.42	-100.77	-54.63	-62.87	-83.85
168	128.21	-100.21	-52.75	-61.02	-85.77
169	99.84	-79.83	-46.60	-56.48	-83.07
170	100.58	-83.98	-45.50	-58.17	-87.07
171	139.20	-105.14	-56.20	-63.94	-86.08
172	134.98	-100.68	-55.84	-64.24	-85.78
173	123.52	-98.72	-53.16	-63.90	-92.26
174	103.31	-82.00	-47.44	-60.33	-86.46
175	89.61	-74.99	-44.40	-56.85	-86.63
176	123.78	-97.19	-53.20	-61.65	-88.26
177	135.00	-100.76	-55.96	-63.76	-85.48
178	111.31	-88.00	-50.75	-62.21	-89.65
179	106.87	-84.69	-47.87	-60.53	-86.22
180	116.76	-91.44	-50.91	-60.82	-86.41
181	122.04	-93.84	-54.16	-62.22	-88.18
182	135.95	-103.48	-56.80	-64.24	-88.57
183	140.37	-108.07	-56.28	-64.19	-88.17
184	119.19	-96.80	-51.49	-63.04	-92.14
185	139.50	-102.63	-56.88	-62.39	-82.40
186	108.79	-87.17	-50.00	-60.79	-89.17
187	128.03	-99.17	-55.70	-62.80	-89.64
188	131.39	-102.86	-55.04	-63.92	-90.43
189	124.18	-97.56	-51.81	-63.07	-88.26
190	115.93	-90.43	-51.48	-60.33	-86.31
191	102.92	-82.59	-48.29	-59.76	-87.72
192	156.61	-115.58	-59.93	-65.68	-84.58
193	133.42	-97.41	-57.18	-64.30	-85.47
194	100.61	-85.18	-47.10	-59.64	-91.31
195	128.27	-96.83	-53.09	-62.66	-84.31
196	115.13	-93.14	-50.47	-61.21	-89.69
197	129.10	-101.07	-55.83	-64.07	-91.87
198	123.51	-96.52	-52.16	-63.08	-88.25
199	98.43	-81.76	-46.01	-60.74	-90.08
200	119.72	-91.53	-54.40	-62.08	-88.29
