Frame DE_Pauli DE_Elstat DE_Orb	DE_Disp DE_int
1	0.00	0.26	-0.02	-0.50	-0.26
2	0.00	-0.88	-0.01	-0.57	-1.46
3	0.00	-0.42	-0.01	-0.62	-1.05
4	0.00	0.01	-0.02	-0.72	-0.73
5	-0.01	-0.04	-0.02	-0.81	-0.88
6	-0.01	0.01	-0.02	-0.92	-0.94
7	-0.02	0.79	-0.03	-1.01	-0.27
8	-0.03	1.19	-0.03	-1.11	0.02
9	-0.03	0.83	-0.03	-1.12	-0.35
10	-0.03	0.73	-0.04	-1.23	-0.57
11	-0.04	0.68	-0.04	-1.27	-0.67
12	-0.05	1.10	-0.05	-1.38	-0.38
13	-0.06	0.04	-0.06	-1.47	-1.55
14	-0.08	0.22	-0.08	-1.61	-1.55
15	-0.12	-0.12	-0.12	-1.78	-2.14
16	-0.19	-0.01	-0.19	-2.01	-2.40
17	-0.28	0.57	-0.30	-2.30	-2.31
18	-0.47	0.93	-0.53	-2.89	-2.96
19	-0.84	0.53	-1.36	-4.35	-6.02
20	0.47	-2.56	-3.81	-8.12	-14.02
21	77.72	-53.97	-22.99	-18.94	-18.18
22	45.74	-35.21	-17.28	-18.90	-25.65
23	46.66	-36.85	-18.25	-20.17	-28.61
24	43.52	-35.82	-17.77	-21.03	-31.10
25	35.70	-32.57	-16.99	-20.70	-34.56
26	71.55	-53.47	-26.71	-26.32	-34.95
27	71.29	-57.16	-27.01	-27.85	-40.73
28	32.10	-29.97	-16.82	-22.15	-36.84
29	36.36	-30.12	-16.86	-20.14	-30.76
30	56.89	-46.50	-20.69	-22.51	-32.81
31	33.32	-29.76	-15.05	-19.53	-31.02
32	43.38	-34.58	-18.26	-20.52	-29.98
33	49.24	-41.05	-20.28	-23.21	-35.30
34	29.93	-29.51	-14.94	-20.75	-35.27
35	49.77	-41.73	-18.83	-23.60	-34.39
36	43.47	-41.77	-19.10	-26.45	-43.85
37	51.04	-44.41	-22.76	-30.13	-46.26
38	59.49	-50.41	-26.33	-34.78	-52.03
39	75.67	-62.64	-31.22	-40.06	-58.25
40	58.39	-55.96	-30.22	-44.01	-71.80
41	86.49	-72.35	-42.74	-56.69	-85.29
42	232.82	-158.46	-83.91	-75.37	-84.92
43	195.52	-139.80	-71.73	-69.50	-85.51
44	47.69	-47.87	-31.11	-46.06	-77.35
45	30.18	-31.37	-23.71	-37.89	-62.79
